Ga0376025_0009269_3130_4743	Ga0376025_0000822_11341_12930
Ga0376025_0009269_3130_4743	Ga0376025_0000749_31033_32640
Ga0376025_0009269_7229_8650	Ga0376025_0009269_7229_8650
Ga0376025_0009269_10262_11857	Ga0376025_0009269_10262_11857
Ga0376025_0009292_1674_3020	Ga0376025_0009292_1674_3020
Ga0376025_0009292_1674_3020	Ga0376025_0000896_4055_5365
Ga0376025_0009292_3029_3523	Ga0376025_0009292_3029_3523
Ga0376025_0009292_3513_3989	Ga0376025_0009292_3513_3989
Ga0376025_0009292_3986_4888	Ga0376025_0009292_3986_4888
Ga0376025_0009292_3986_4888	Ga0376025_0000896_6355_7248
Ga0376025_0009292_5907_6512	Ga0376025_0009292_5907_6512
Ga0376025_0009292_6509_7663	Ga0376025_0009292_6509_7663
Ga0376025_0009292_6509_7663	Ga0376025_0000896_8981_10108
Ga0376025_0009292_9473_10486	Ga0376025_0009292_9473_10486
Ga0376025_0009292_10579_11352	Ga0376025_0009292_10579_11352
Ga0376025_0009292_10579_11352	Ga0376025_0048022_957_1223
Ga0376025_0009401_774_2987	Ga0376025_0009401_774_2987
Ga0376025_0009401_2984_8899	Ga0376025_0009401_2984_8899
Ga0376025_0009401_9081_9338	Ga0376025_0009401_9081_9338
Ga0376025_0009401_9325_10755	Ga0376025_0009401_9325_10755
Ga0376025_0009442_1_576	Ga0376025_0009442_1_576
Ga0376025_0009442_897_2834	Ga0376025_0009442_897_2834
Ga0376025_0009442_897_2834	Ga0376025_0012851_8618_10159
Ga0376025_0009442_897_2834	Ga0376025_0040374_713_2464
Ga0376025_0009442_897_2834	Ga0376025_0000294_66277_68004
Ga0376025_0009442_897_2834	Ga0376025_0000294_68332_68601
Ga0376025_0009442_2894_4369	Ga0376025_0009442_2894_4369
Ga0376025_0009442_4459_5229	Ga0376025_0009442_4459_5229
Ga0376025_0009442_5229_6953	Ga0376025_0009442_5229_6953
Ga0376025_0009442_6941_8116	Ga0376025_0009442_6941_8116
Ga0376025_0009442_8094_8465	Ga0376025_0009442_8094_8465
Ga0376025_0009442_9060_9647	Ga0376025_0009442_9060_9647
Ga0376025_0009442_9060_9647	Ga0376025_0000637_36916_37335
Ga0376025_0009442_9668_10210	Ga0376025_0009442_9668_10210
Ga0376025_0009442_9668_10210	Ga0376025_0000637_40917_41453
Ga0376025_0009442_11057_11338	Ga0376025_0009442_11057_11338
Ga0376025_0009616_874_2037	Ga0376025_0009616_874_2037
Ga0376025_0009616_874_2037	Ga0376025_0003692_948_2096
Ga0376025_0009616_2077_2307	Ga0376025_0009616_2077_2307
Ga0376025_0009616_2306_3361	Ga0376025_0009616_2306_3361
Ga0376025_0009616_2306_3361	Ga0376025_0006423_5688_6599
Ga0376025_0009616_3804_4118	Ga0376025_0009616_3804_4118
Ga0376025_0009616_4154_4606	Ga0376025_0009616_4154_4606
Ga0376025_0009616_5623_9012	Ga0376025_0009616_5623_9012
Ga0376025_0009616_9075_11705	Ga0376025_0009616_9075_11705
Ga0376025_0009655_3756_4694	Ga0376025_0009655_3756_4694
Ga0376025_0009655_4701_5669	Ga0376025_0009655_4701_5669
Ga0376025_0009655_6225_7187	Ga0376025_0009655_6225_7187
Ga0376025_0009655_7817_8035	Ga0376025_0009655_7817_8035
Ga0376025_0009655_8151_8534	Ga0376025_0009655_8151_8534
Ga0376025_0009655_10768_11685	Ga0376025_0009655_10768_11685
Ga0376025_0008919_170_766	Ga0376025_0008919_170_766
Ga0376025_0008919_763_1314	Ga0376025_0008919_763_1314
Ga0376025_0009269_8911_9258	Ga0376025_0009269_8911_9258
Ga0376025_0009442_8465_8800	Ga0376025_0009442_8465_8800
Ga0376025_0009616_4524_4649	Ga0376025_0009616_4524_4649
Ga0376025_0009655_127_1071	Ga0376025_0009655_127_1071
Ga0376025_0009655_1358_2341	Ga0376025_0009655_1358_2341
Ga0376025_0009655_2472_3113	Ga0376025_0009655_2472_3113
Ga0376025_0010084_2_1264	Ga0376025_0010084_2_1264
Ga0376025_0010084_1967_2566	Ga0376025_0010084_1967_2566
Ga0376025_0010084_2559_3008	Ga0376025_0010084_2559_3008
Ga0376025_0010084_3451_6324	Ga0376025_0010084_3451_6324
Ga0376025_0010084_6523_7551	Ga0376025_0010084_6523_7551
Ga0376025_0010084_7589_8545	Ga0376025_0010084_7589_8545
Ga0376025_0010084_8823_10475	Ga0376025_0010084_8823_10475
Ga0376025_0010084_10523_11122	Ga0376025_0010084_10523_11122
Ga0376025_0010186_1_135	Ga0376025_0010186_1_135
Ga0376025_0010186_155_664	Ga0376025_0010186_155_664
Ga0376025_0010186_676_1581	Ga0376025_0010186_676_1581
Ga0376025_0010186_1626_4931	Ga0376025_0010186_1626_4931
Ga0376025_0010186_1626_4931	Ga0376025_0000179_14341_15690
Ga0376025_0010186_1626_4931	Ga0376025_0001070_33654_35225
Ga0376025_0010186_5206_6420	Ga0376025_0010186_5206_6420
Ga0376025_0010186_6456_7163	Ga0376025_0010186_6456_7163
Ga0376025_0010186_7423_7728	Ga0376025_0010186_7423_7728
Ga0376025_0010186_7852_8208	Ga0376025_0010186_7852_8208
Ga0376025_0010186_8378_8848	Ga0376025_0010186_8378_8848
Ga0376025_0010186_9358_9828	Ga0376025_0010186_9358_9828
Ga0376025_0010186_9949_10299	Ga0376025_0010186_9949_10299
Ga0376025_0010196_257_709	Ga0376025_0010196_257_709
Ga0376025_0010196_718_1146	Ga0376025_0010196_718_1146
Ga0376025_0010196_1154_3691	Ga0376025_0010196_1154_3691
Ga0376025_0010196_1154_3691	Ga0376025_0011360_3352_5496
Ga0376025_0010196_1154_3691	Ga0376025_0007074_5939_7966
Ga0376025_0010196_4108_5028	Ga0376025_0010196_4108_5028
Ga0376025_0010196_4108_5028	Ga0376025_0043949_703_1587
Ga0376025_0010196_5417_6028	Ga0376025_0010196_5417_6028
Ga0376025_0010196_6025_7284	Ga0376025_0010196_6025_7284
Ga0376025_0010196_7281_10040	Ga0376025_0010196_7281_10040
Ga0376025_0010196_7281_10040	Ga0376025_0000385_38536_41262
Ga0376025_0010344_7671_7844	Ga0376025_0010344_7671_7844
Ga0376025_0010344_10271_10861	Ga0376025_0010344_10271_10861
Ga0376025_0010344_10894_11301	Ga0376025_0010344_10894_11301
Ga0376025_0010348_132_1565	Ga0376025_0010348_132_1565
Ga0376025_0010348_1736_2404	Ga0376025_0010348_1736_2404
Ga0376025_0010348_2397_3419	Ga0376025_0010348_2397_3419
Ga0376025_0010348_3465_3959	Ga0376025_0010348_3465_3959
Ga0376025_0010348_3937_4590	Ga0376025_0010348_3937_4590
Ga0376025_0010348_5645_7051	Ga0376025_0010348_5645_7051
Ga0376025_0010348_7107_8711	Ga0376025_0010348_7107_8711
Ga0376025_0010348_9064_9303	Ga0376025_0010348_9064_9303
Ga0376025_0010348_9552_9896	Ga0376025_0010348_9552_9896
Ga0376025_0010348_10197_10454	Ga0376025_0010348_10197_10454
Ga0376025_0010348_10593_10835	Ga0376025_0010348_10593_10835
Ga0376025_0010348_10845_11153	Ga0376025_0010348_10845_11153
Ga0376025_0010348_11154_11288	Ga0376025_0010348_11154_11288
Ga0376025_0010640_3_440	Ga0376025_0010640_3_440
Ga0376025_0010640_918_5984	Ga0376025_0010640_918_5984
Ga0376025_0010640_6095_8071	Ga0376025_0010640_6095_8071
Ga0376025_0010640_8146_10359	Ga0376025_0010640_8146_10359
Ga0376025_0010640_8146_10359	Ga0376025_0000685_3_233
Ga0376025_0010640_10367_11119	Ga0376025_0010640_10367_11119
Ga0376025_0010662_42_425	Ga0376025_0010662_42_425
Ga0376025_0010662_551_1009	Ga0376025_0010662_551_1009
Ga0376025_0010662_1265_1495	Ga0376025_0010662_1265_1495
Ga0376025_0010662_1562_1861	Ga0376025_0010662_1562_1861
Ga0376025_0010662_2807_3913	Ga0376025_0010662_2807_3913
Ga0376025_0010662_2807_3913	Ga0376025_0010662_1037_1171
Ga0376025_0010662_10100_10864	Ga0376025_0010662_10100_10864
Ga0376025_0010186_7219_7359	Ga0376025_0010186_7219_7359
Ga0376025_0010186_10250_10753	Ga0376025_0010186_10250_10753
Ga0376025_0010662_1416_1565	Ga0376025_0010662_1416_1565
Ga0376025_0010662_1894_2523	Ga0376025_0010662_1894_2523
Ga0376025_0010662_6550_7023	Ga0376025_0010662_6550_7023
Ga0376025_0010662_8492_8818	Ga0376025_0010662_8492_8818
Ga0376025_0010662_8776_9345	Ga0376025_0010662_8776_9345
Ga0376025_0010662_9508_9582	Ga0376025_0010662_9508_9582
Ga0376025_0010732_562_795	Ga0376025_0010732_562_795
Ga0376025_0010732_785_1714	Ga0376025_0010732_785_1714
Ga0376025_0010732_1879_2229	Ga0376025_0010732_1879_2229
Ga0376025_0010732_3057_4274	Ga0376025_0010732_3057_4274
Ga0376025_0010732_3057_4274	Ga0376025_0012997_7805_9004
Ga0376025_0010732_4633_5298	Ga0376025_0010732_4633_5298
Ga0376025_0010732_5304_5879	Ga0376025_0010732_5304_5879
Ga0376025_0010732_5304_5879	Ga0376025_0000973_18700_19224
Ga0376025_0010732_6424_7353	Ga0376025_0010732_6424_7353
Ga0376025_0010732_7337_8575	Ga0376025_0010732_7337_8575
Ga0376025_0010732_8572_9600	Ga0376025_0010732_8572_9600
Ga0376025_0010732_9593_10774	Ga0376025_0010732_9593_10774
Ga0376025_0010732_10786_11073	Ga0376025_0010732_10786_11073
Ga0376025_0010806_655_1401	Ga0376025_0010806_655_1401
Ga0376025_0010806_1482_3065	Ga0376025_0010806_1482_3065
Ga0376025_0010806_3087_3773	Ga0376025_0010806_3087_3773
Ga0376025_0010806_3790_4374	Ga0376025_0010806_3790_4374
Ga0376025_0010806_4466_4888	Ga0376025_0010806_4466_4888
Ga0376025_0010806_6062_6862	Ga0376025_0010806_6062_6862
Ga0376025_0010806_7027_7842	Ga0376025_0010806_7027_7842
Ga0376025_0010806_8066_8425	Ga0376025_0010806_8066_8425
Ga0376025_0010806_9238_9510	Ga0376025_0010806_9238_9510
Ga0376025_0010806_9813_10121	Ga0376025_0010806_9813_10121
Ga0376025_0010806_10379_10567	Ga0376025_0010806_10379_10567
Ga0376025_0010908_24_173	Ga0376025_0010908_24_173
Ga0376025_0010908_1665_2879	Ga0376025_0010908_1665_2879
Ga0376025_0010908_1665_2879	Ga0376025_0006598_2781_3557
Ga0376025_0010908_1665_2879	Ga0376025_0004468_2145_2387
Ga0376025_0010908_1665_2879	Ga0376025_0006598_3631_3984
Ga0376025_0010908_6741_8051	Ga0376025_0010908_6741_8051
Ga0376025_0010908_8170_10935	Ga0376025_0010908_8170_10935
Ga0376025_0011278_2208_3203	Ga0376025_0011278_2208_3203
Ga0376025_0011278_3265_4329	Ga0376025_0011278_3265_4329
Ga0376025_0011278_4329_5708	Ga0376025_0011278_4329_5708
Ga0376025_0011278_8125_8910	Ga0376025_0011278_8125_8910
Ga0376025_0011278_8125_8910	Ga0376025_0001745_14822_15493
Ga0376025_0011278_9101_10774	Ga0376025_0011278_9101_10774
Ga0376025_0011360_1459_2136	Ga0376025_0011360_1459_2136
Ga0376025_0011360_6393_8129	Ga0376025_0011360_6393_8129
Ga0376025_0011360_6393_8129	Ga0376025_0095029_2_718
Ga0376025_0011572_2_286	Ga0376025_0011572_2_286
Ga0376025_0011572_1271_2923	Ga0376025_0011572_1271_2923
Ga0376025_0011572_2933_4099	Ga0376025_0011572_2933_4099
Ga0376025_0011572_4166_5329	Ga0376025_0011572_4166_5329
Ga0376025_0011572_6448_8025	Ga0376025_0011572_6448_8025
Ga0376025_0011572_9646_10155	Ga0376025_0011572_9646_10155
Ga0376025_0011572_10159_10473	Ga0376025_0011572_10159_10473
Ga0376025_0010732_2256_3032	Ga0376025_0010732_2256_3032
Ga0376025_0010806_8793_9317	Ga0376025_0010806_8793_9317
Ga0376025_0010806_10044_10241	Ga0376025_0010806_10044_10241
Ga0376025_0011278_1128_1253	Ga0376025_0011278_1128_1253
Ga0376025_0011360_2_109	Ga0376025_0011360_2_109
Ga0376025_0011360_8177_8269	Ga0376025_0011360_8177_8269
Ga0376025_0011572_9204_9401	Ga0376025_0011572_9204_9401
Ga0376025_0011812_1369_2532	Ga0376025_0011812_1369_2532
Ga0376025_0011812_4089_4268	Ga0376025_0011812_4089_4268
Ga0376025_0011812_4444_4626	Ga0376025_0011812_4444_4626
Ga0376025_0011812_4852_5694	Ga0376025_0011812_4852_5694
Ga0376025_0011812_6125_6313	Ga0376025_0011812_6125_6313
Ga0376025_0011812_6125_6313	Ga0376025_0004090_6388_6489
Ga0376025_0011812_6560_6730	Ga0376025_0011812_6560_6730
Ga0376025_0011812_7477_7608	Ga0376025_0011812_7477_7608
Ga0376025_0011812_7624_8811	Ga0376025_0011812_7624_8811
Ga0376025_0011812_7624_8811	Ga0376025_0017492_3532_4104
Ga0376025_0011812_7624_8811	Ga0376025_0005682_3744_4610
Ga0376025_0011812_7624_8811	Ga0376025_0002825_14898_15359
Ga0376025_0011812_7624_8811	Ga0376025_0017492_3155_3523
Ga0376025_0011812_7624_8811	Ga0376025_0000687_30103_30363
Ga0376025_0011903_618_10472	Ga0376025_0011903_618_10472
Ga0376025_0011903_618_10472	Ga0376025_0008995_6915_11729
Ga0376025_0011903_618_10472	Ga0376025_0028054_1_3708
Ga0376025_0011903_618_10472	Ga0376025_0039857_2477_5677
Ga0376025_0011903_618_10472	Ga0376025_0039857_3_2480
Ga0376025_0011903_618_10472	Ga0376025_0009087_2_1792
Ga0376025_0011903_618_10472	Ga0376025_0011903_3_611
Ga0376025_0011903_618_10472	Ga0376025_0107889_2434_3228
Ga0376025_0012036_946_1263	Ga0376025_0012036_946_1263
Ga0376025_0012036_1363_2397	Ga0376025_0012036_1363_2397
Ga0376025_0012036_2387_3628	Ga0376025_0012036_2387_3628
Ga0376025_0012036_3683_5221	Ga0376025_0012036_3683_5221
Ga0376025_0012036_5359_5898	Ga0376025_0012036_5359_5898
Ga0376025_0012036_5957_6631	Ga0376025_0012036_5957_6631
Ga0376025_0012036_6755_7288	Ga0376025_0012036_6755_7288
Ga0376025_0012036_7550_9121	Ga0376025_0012036_7550_9121
Ga0376025_0012036_7550_9121	Ga0376025_0000780_8253_9677
Ga0376025_0012036_9166_10140	Ga0376025_0012036_9166_10140
Ga0376025_0012133_3_1478	Ga0376025_0012133_3_1478
Ga0376025_0012133_3147_3986	Ga0376025_0012133_3147_3986
Ga0376025_0012133_3996_4466	Ga0376025_0012133_3996_4466
Ga0376025_0012133_4492_5811	Ga0376025_0012133_4492_5811
Ga0376025_0012133_6298_8082	Ga0376025_0012133_6298_8082
Ga0376025_0012133_6298_8082	Ga0376025_0001021_3794_5575
Ga0376025_0012133_6298_8082	Ga0376025_0001529_19957_21624
Ga0376025_0012133_8374_9249	Ga0376025_0012133_8374_9249
Ga0376025_0012133_9369_10445	Ga0376025_0012133_9369_10445
Ga0376025_0012278_34_1878	Ga0376025_0012278_34_1878
Ga0376025_0012278_2389_2763	Ga0376025_0012278_2389_2763
Ga0376025_0012278_3077_3844	Ga0376025_0012278_3077_3844
Ga0376025_0012278_4034_4216	Ga0376025_0012278_4034_4216
Ga0376025_0012278_4362_4631	Ga0376025_0012278_4362_4631
Ga0376025_0012278_4637_5338	Ga0376025_0012278_4637_5338
Ga0376025_0012278_5594_6130	Ga0376025_0012278_5594_6130
Ga0376025_0012278_6357_7928	Ga0376025_0012278_6357_7928
Ga0376025_0012278_7942_9039	Ga0376025_0012278_7942_9039
Ga0376025_0012278_9112_10344	Ga0376025_0012278_9112_10344
Ga0376025_0011812_2623_3651	Ga0376025_0011812_2623_3651
Ga0376025_0011812_6253_6621	Ga0376025_0011812_6253_6621
Ga0376025_0011812_8998_9486	Ga0376025_0011812_8998_9486
Ga0376025_0012133_2178_2423	Ga0376025_0012133_2178_2423
Ga0376025_0012688_428_1168	Ga0376025_0012688_428_1168
Ga0376025_0012688_1510_1827	Ga0376025_0012688_1510_1827
Ga0376025_0012688_1824_3947	Ga0376025_0012688_1824_3947
Ga0376025_0012688_3949_4389	Ga0376025_0012688_3949_4389
Ga0376025_0012688_4938_5210	Ga0376025_0012688_4938_5210
Ga0376025_0012688_5520_6392	Ga0376025_0012688_5520_6392
Ga0376025_0012688_6435_7862	Ga0376025_0012688_6435_7862
Ga0376025_0012688_7891_8409	Ga0376025_0012688_7891_8409
Ga0376025_0012688_8512_9378	Ga0376025_0012688_8512_9378
Ga0376025_0012851_547_1569	Ga0376025_0012851_547_1569
Ga0376025_0012851_2701_2856	Ga0376025_0012851_2701_2856
Ga0376025_0012851_3039_3569	Ga0376025_0012851_3039_3569
Ga0376025_0012851_3598_3981	Ga0376025_0012851_3598_3981
Ga0376025_0012851_7203_8174	Ga0376025_0012851_7203_8174
Ga0376025_0012923_3_836	Ga0376025_0012923_3_836
Ga0376025_0012923_841_2373	Ga0376025_0012923_841_2373
Ga0376025_0012923_3493_3954	Ga0376025_0012923_3493_3954
Ga0376025_0012923_3988_4479	Ga0376025_0012923_3988_4479
Ga0376025_0012923_3988_4479	Ga0376025_0000604_1_453
Ga0376025_0012923_7670_8659	Ga0376025_0012923_7670_8659
Ga0376025_0012923_9229_10143	Ga0376025_0012923_9229_10143
Ga0376025_0012952_127_339	Ga0376025_0012952_127_339
Ga0376025_0012952_506_1363	Ga0376025_0012952_506_1363
Ga0376025_0012952_1759_2232	Ga0376025_0012952_1759_2232
Ga0376025_0012952_2229_3185	Ga0376025_0012952_2229_3185
Ga0376025_0012952_3208_3864	Ga0376025_0012952_3208_3864
Ga0376025_0012952_4005_4187	Ga0376025_0012952_4005_4187
Ga0376025_0012952_4438_5364	Ga0376025_0012952_4438_5364
Ga0376025_0012952_5395_6426	Ga0376025_0012952_5395_6426
Ga0376025_0012952_8395_9459	Ga0376025_0012952_8395_9459
Ga0376025_0012952_9726_10130	Ga0376025_0012952_9726_10130
Ga0376025_0012997_1544_1687	Ga0376025_0012997_1544_1687
Ga0376025_0012997_2439_4040	Ga0376025_0012997_2439_4040
Ga0376025_0012997_4182_4919	Ga0376025_0012997_4182_4919
Ga0376025_0001975_14650_18162	Ga0376025_0001975_14650_18162
Ga0376025_0001975_18333_18617	Ga0376025_0001975_18333_18617
Ga0376025_0001975_18855_19469	Ga0376025_0001975_18855_19469
Ga0376025_0001975_19466_20092	Ga0376025_0001975_19466_20092
Ga0376025_0001975_20215_21255	Ga0376025_0001975_20215_21255
Ga0376025_0001975_21492_22538	Ga0376025_0001975_21492_22538
Ga0376025_0001975_22944_24365	Ga0376025_0001975_22944_24365
Ga0376025_0001975_24981_25310	Ga0376025_0001975_24981_25310
Ga0376025_0001975_25399_25596	Ga0376025_0001975_25399_25596
Ga0376025_0002013_3_503	Ga0376025_0002013_3_503
Ga0376025_0002013_512_2239	Ga0376025_0002013_512_2239
Ga0376025_0002013_2310_2834	Ga0376025_0002013_2310_2834
Ga0376025_0002013_3262_3930	Ga0376025_0002013_3262_3930
Ga0376025_0002013_3941_4324	Ga0376025_0002013_3941_4324
Ga0376025_0002013_4341_5522	Ga0376025_0002013_4341_5522
Ga0376025_0002013_6472_8058	Ga0376025_0002013_6472_8058
Ga0376025_0002013_8106_8885	Ga0376025_0002013_8106_8885
Ga0376025_0002013_10355_11056	Ga0376025_0002013_10355_11056
Ga0376025_0002013_10355_11056	Ga0376025_0001745_13913_14611
Ga0376025_0002013_10355_11056	Ga0376025_0002312_11174_11824
Ga0376025_0002013_11744_13960	Ga0376025_0002013_11744_13960
Ga0376025_0002013_14093_14311	Ga0376025_0002013_14093_14311
Ga0376025_0002013_14387_15280	Ga0376025_0002013_14387_15280
Ga0376025_0002013_15349_15615	Ga0376025_0002013_15349_15615
Ga0376025_0002013_15768_16307	Ga0376025_0002013_15768_16307
Ga0376025_0002013_16319_16924	Ga0376025_0002013_16319_16924
Ga0376025_0002013_17111_18649	Ga0376025_0002013_17111_18649
Ga0376025_0002013_18662_18763	Ga0376025_0002013_18662_18763
Ga0376025_0002013_18747_19643	Ga0376025_0002013_18747_19643
Ga0376025_0002013_19665_21083	Ga0376025_0002013_19665_21083
Ga0376025_0002013_21096_21536	Ga0376025_0002013_21096_21536
Ga0376025_0002013_21637_22542	Ga0376025_0002013_21637_22542
Ga0376025_0002013_21637_22542	Ga0376025_0000042_81096_81929
Ga0376025_0002013_22900_23133	Ga0376025_0002013_22900_23133
Ga0376025_0002013_22900_23133	Ga0376025_0002692_8272_8472
Ga0376025_0002013_22900_23133	Ga0376025_0004614_6818_7024
Ga0376025_0002013_23633_24088	Ga0376025_0002013_23633_24088
Ga0376025_0002013_24448_25515	Ga0376025_0002013_24448_25515
Ga0376025_0001635_3146_3349	Ga0376025_0001635_3146_3349
Ga0376025_0001635_11902_12021	Ga0376025_0001635_11902_12021
Ga0376025_0001654_11670_12335	Ga0376025_0001654_11670_12335
Ga0376025_0001654_17402_17899	Ga0376025_0001654_17402_17899
Ga0376025_0001667_23535_24047	Ga0376025_0001667_23535_24047
Ga0376025_0001667_24989_25075	Ga0376025_0001667_24989_25075
Ga0376025_0001667_26992_27132	Ga0376025_0001667_26992_27132
Ga0376025_0001669_10311_10496	Ga0376025_0001669_10311_10496
Ga0376025_0001669_19690_19788	Ga0376025_0001669_19690_19788
Ga0376025_0001671_6652_7221	Ga0376025_0001671_6652_7221
Ga0376025_0001671_10762_11355	Ga0376025_0001671_10762_11355
Ga0376025_0001682_5136_5225	Ga0376025_0001682_5136_5225
Ga0376025_0001682_10748_11284	Ga0376025_0001682_10748_11284
Ga0376025_0001694_7407_7670	Ga0376025_0001694_7407_7670
Ga0376025_0001694_10992_11660	Ga0376025_0001694_10992_11660
Ga0376025_0001694_16327_16503	Ga0376025_0001694_16327_16503
Ga0376025_0001694_16740_17012	Ga0376025_0001694_16740_17012
Ga0376025_0001749_20789_20905	Ga0376025_0001749_20789_20905
Ga0376025_0001755_21969_22541	Ga0376025_0001755_21969_22541
Ga0376025_0001755_22720_23214	Ga0376025_0001755_22720_23214
Ga0376025_0001764_2981_3445	Ga0376025_0001764_2981_3445
Ga0376025_0001779_16234_16782	Ga0376025_0001779_16234_16782
Ga0376025_0001779_18162_18719	Ga0376025_0001779_18162_18719
Ga0376025_0001779_19383_20060	Ga0376025_0001779_19383_20060
Ga0376025_0001779_20070_20282	Ga0376025_0001779_20070_20282
Ga0376025_0001779_24418_24933	Ga0376025_0001779_24418_24933
Ga0376025_0001779_25311_25472	Ga0376025_0001779_25311_25472
Ga0376025_0001822_5429_5632	Ga0376025_0001822_5429_5632
Ga0376025_0001822_18762_19853	Ga0376025_0001822_18762_19853
Ga0376025_0001840_178_369	Ga0376025_0001840_178_369
Ga0376025_0001840_16407_16592	Ga0376025_0001840_16407_16592
Ga0376025_0001888_809_1315	Ga0376025_0001888_809_1315
Ga0376025_0001888_13205_13675	Ga0376025_0001888_13205_13675
Ga0376025_0001888_14763_15170	Ga0376025_0001888_14763_15170
Ga0376025_0001916_3474_3668	Ga0376025_0001916_3474_3668
Ga0376025_0001916_3727_3840	Ga0376025_0001916_3727_3840
Ga0376025_0001916_6746_7261	Ga0376025_0001916_6746_7261
Ga0376025_0001916_8477_8833	Ga0376025_0001916_8477_8833
Ga0376025_0001916_10113_10223	Ga0376025_0001916_10113_10223
Ga0376025_0001918_3849_4004	Ga0376025_0001918_3849_4004
Ga0376025_0001918_5069_5233	Ga0376025_0001918_5069_5233
Ga0376025_0001918_7792_8061	Ga0376025_0001918_7792_8061
Ga0376025_0001918_19235_19768	Ga0376025_0001918_19235_19768
Ga0376025_0001918_22985_23635	Ga0376025_0001918_22985_23635
Ga0376025_0001918_25373_25486	Ga0376025_0001918_25373_25486
Ga0376025_0001919_22793_23335	Ga0376025_0001919_22793_23335
Ga0376025_0001919_23832_24074	Ga0376025_0001919_23832_24074
Ga0376025_0001919_25181_25693	Ga0376025_0001919_25181_25693
Ga0376025_0001921_2814_3152	Ga0376025_0001921_2814_3152
Ga0376025_0001921_3706_3861	Ga0376025_0001921_3706_3861
Ga0376025_0001921_9212_9412	Ga0376025_0001921_9212_9412
Ga0376025_0001921_21242_21421	Ga0376025_0001921_21242_21421
Ga0376025_0001927_1938_2468	Ga0376025_0001927_1938_2468
Ga0376025_0001927_6343_6639	Ga0376025_0001927_6343_6639
Ga0376025_0001927_26073_26198	Ga0376025_0001927_26073_26198
Ga0376025_0001965_2_163	Ga0376025_0001965_2_163
Ga0376025_0001965_11620_11934	Ga0376025_0001965_11620_11934
Ga0376025_0001965_22081_22395	Ga0376025_0001965_22081_22395
Ga0376025_0001965_23282_23776	Ga0376025_0001965_23282_23776
Ga0376025_0001965_24335_24604	Ga0376025_0001965_24335_24604
Ga0376025_0005682_14522_15148	Ga0376025_0005682_14522_15148
Ga0376025_0005748_160_783	Ga0376025_0005748_160_783
Ga0376025_0005748_1755_5609	Ga0376025_0005748_1755_5609
Ga0376025_0005748_5801_6295	Ga0376025_0005748_5801_6295
Ga0376025_0005748_7730_8068	Ga0376025_0005748_7730_8068
Ga0376025_0005748_9284_9700	Ga0376025_0005748_9284_9700
Ga0376025_0005748_9882_10946	Ga0376025_0005748_9882_10946
Ga0376025_0005748_13213_13956	Ga0376025_0005748_13213_13956
